rvars
0.5,0.5,0.690038000394676,1.0050760007893513,1.3800760007893509,1.75
-0.75,-0.75,-0.5232575527303854,-0.19545436796105314,0.18007600078862307,0.55
0.0,0.0,0.0,0.0,0.0,0.0

1.75,2.1199239992106493,2.4213112165162283,2.6403975664379233,2.763418963496921,2.75
0.55,0.9199239992099217,0.9853397459278632,0.886440360555919,0.7634189634969211,0.75
0.0,0.0,0.0,0.0,0.0,0.0

2.75,2.736581036503079,2.571528060591833,2.31318456642905,2.0198940481775116,1.75
0.75,0.7365810365030789,0.811528060591618,0.8731845664285433,0.8198940481767849,0.55
0.0,0.0,0.0,0.0,0.0,0.0

1.75,1.4801059518224882,1.3694476433029168,1.3937363588721017,1.5286833829608568,1.75
0.55,0.2801059518217599,0.06076426034176734,-0.13363040704932344,-0.3286833829601292,-0.55
0.0,0.0,0.0,0.0,0.0,0.0

1.75,1.9713166170391432,2.2369215489194003,2.524451129971565,2.730084300297733,2.75
-0.55,-0.7713166170384156,-0.8423496510784857,-0.8227243765990566,-0.7720660680797027,-0.75
0.0,0.0,0.0,0.0,0.0,0.0

2.75,2.769915699702267,2.592334798664097,2.3092992266668517,2.0128509134918984,1.75
-0.75,-0.7279339319202973,-0.745493138320097,-0.7540853787596747,-0.7051184127993074,-0.55
0.0,0.0,0.0,0.0,0.0,0.0

1.75,1.4871490865081014,1.2633520945373404,1.0746016901855402,0.9200367085982206,0.7987959849209038
-0.55,-0.3948815871992374,-0.1766302859573571,0.013143104888822936,0.17294479308471294,0.3067649821521172
0.0,0.0,0.0,0.0,0.0,0.0

0.7987959849209038,0.6775552612435869,0.5879164657673159,0.5290184336376129,0.5,0.5
0.3067649821521172,0.4405851712195187,0.5564042682020756,0.6582124766216225,0.75,0.75
0.0,0.0,0.0,0.0,0.0,0.0

hvars
0.0,0.4877471533889424,1.9993634685197064,4.184718033648588,6.6882538253130965,9.154413820050758

9.154413820050758,11.62057381478842,13.629821930158947,15.09039759630358,15.910540243363565,16.0

16.0,16.08945975665584,17.18981292939748,18.9121028904827,20.86737301215962,22.666666666666668

22.666666666666668,24.465960321193116,25.92823826439307,27.224202713667008,28.52455588640571,30.0

30.0,31.47544411359429,33.24614365946267,35.24227040702633,37.40010543027366,39.655929803193104

39.655929803193104,41.911754176112545,44.13813004668119,46.27133848888766,48.24766057672068,50.0

50.0,51.752339423279324,53.24431936975106,54.5094753087256,55.574819896698195,56.46695449048089

56.46695449048089,57.35908908426359,58.131216397480635,58.809937786944275,59.42185460946679,60.0

ids
none

none

none

none

none

none

none

none

other_names
none

none

none

none

none

none

none

none

