rvars
5.5,5.5
5.0,5.0
0.0,0.0

5.5,2.1867573998860026
5.0,5.857643525445206
0.0,0.0

2.1867573998860026,2.333334898142665
5.857643525445206,1.5333330203721947
0.0,0.0

2.333334898142665,3.666666979628533
1.5333330203721947,1.2666669796288967
0.0,0.0

3.666666979628533,5.0
1.2666669796288967,1.0
0.0,0.0

hvars
0.0,30.0

30.0,60.0

60.0,90.0

90.0,120.0

120.0,150.0

ids
pre

pre

pre

post

none

other_names
snap

crackle

crackle

crackle

none

