rvars
1.25,1.25
-0.75,-0.75
0.0,0.0

1.25,2.5
-0.75,-0.75
0.0,0.0

2.5,1.25
-0.75,0.25
0.0,0.0

1.25,2.5075311112796057
0.25,0.7516763874627947
0.0,0.0

2.5075311112796057,2.5075311112796057
0.7516763874627947,0.7516763874627947
0.0,0.0

hvars
0.0,10.797195343151365

10.797195343151365,21.710950072385437

21.710950072385437,30.68658015892103

30.68658015892103,40.46417278407095

40.46417278407095,50.0

ids
pre

pre

post

pre

none

other_names
crackle

pop

pop

pop

none

